Small Problem, C = 4V (problems with solution only)
VariableCount,ConstraintCount,ResultMeanAlg1,ResultStdDevAlg1,ResultMeanAlg2,ResultStdDevAlg2,MaxAllComponentSizes,MeanAllComponentSizes
10,40,0,0,0,0,-1,-1
16,64,0,0,0,0,-1,-1
22,88,0,0,0,0,-1,-1
28,112,0,0,0,0,-1,-1
34,136,0,0,0,0,-1,-1
40,160,0,0,0,0,-1,-1
46,184,0,0,0,0,-1,-1
52,208,0,0,0,0,-1,-1
58,232,0,0,0,0,-1,-1
64,256,0,0,0,0,-1,-1
70,280,0,0,0,0,-1,-1
76,304,0,0,0,0,-1,-1
82,328,0,0,0,0,-1,-1
88,352,0,0,0,0,-1,-1
94,376,0,0,0,0,-1,-1
100,400,0,0,0,0,-1,-1
106,424,0,0,0,0,-1,-1
112,448,0,0,0,0,-1,-1
118,472,0,0,0,0,-1,-1
124,496,0,0,0,0,-1,-1
130,520,0,0,0,0,-1,-1
136,544,0,0,0,0,-1,-1
142,568,0,0,0,0,-1,-1
148,592,0,0,0,0,-1,-1
154,616,0,0,0,0,-1,-1
160,640,0,0,0,0,-1,-1
166,664,0,0,0,0,-1,-1
172,688,0,0,0,0,-1,-1
178,712,0,0,0,0,-1,-1
184,736,0,0,0,0,-1,-1
190,760,0,0,0,0,-1,-1
196,784,0,0,0,0,-1,-1
202,808,0,0,0,0,-1,-1
208,832,0,0,0,0,-1,-1
