Large Problem, C = 4V (problems with solution only)
VariableCount,ConstraintCount,ResultMeanAlg1,ResultStdDevAlg1,ResultMeanAlg2,ResultStdDevAlg2,MaxAllComponentSizes,MeanAllComponentSizes
100,400,0,0,0,0,-1,-1
163,652,0,0,0,0,-1,-1
226,904,0,0,0,0,-1,-1
289,1156,0,0,0,0,-1,-1
352,1408,0,0,0,0,-1,-1
415,1660,0,0,0,0,-1,-1
478,1912,0,0,0,0,-1,-1
541,2164,0,0,0,0,-1,-1
604,2416,0,0,0,0,-1,-1
667,2668,0,0,0,0,-1,-1
730,2920,0,0,0,0,-1,-1
793,3172,0,0,0,0,-1,-1
856,3424,0,0,0,0,-1,-1
919,3676,0,0,0,0,-1,-1
982,3928,0,0,0,0,-1,-1
1045,4180,0,0,0,0,-1,-1
1108,4432,0,0,0,0,-1,-1
1171,4684,0,0,0,0,-1,-1
1234,4936,0,0,0,0,-1,-1
1297,5188,0,0,0,0,-1,-1
1360,5440,0,0,0,0,-1,-1
1423,5692,0,0,0,0,-1,-1
1486,5944,0,0,0,0,-1,-1
1549,6196,0,0,0,0,-1,-1
1612,6448,0,0,0,0,-1,-1
1675,6700,0,0,0,0,-1,-1
1738,6952,0,0,0,0,-1,-1
1801,7204,0,0,0,0,-1,-1
1864,7456,0,0,0,0,-1,-1
1927,7708,0,0,0,0,-1,-1
1990,7960,0,0,0,0,-1,-1
