Huge Problems 4 (Alg2 only) (problems without solution only, ALG2_ONLY)
VariableCount,ConstraintCount,MaxSummand
75000,75000,50
ExecTimeAlg2,GVertexCount,GEdgeCount,HVertexCount,HEdgeCount,RVertexCount,REdgeCount,VertexIncrementsAlg2,MaxComponentSize,MeanComponentSize,AllComponentSizes
1371844,243425,512055,-1,-1,-1,-1,-1,-1,-1,[-1=1]
2906355,243009,510973,-1,-1,-1,-1,-1,-1,-1,[-1=1]
2072833,243697,512667,-1,-1,-1,-1,-1,-1,-1,[-1=1]
1062601,243090,510881,-1,-1,-1,-1,-1,-1,-1,[-1=1]
657689,243469,511858,-1,-1,-1,-1,-1,-1,-1,[-1=1]
2044162,243048,510478,-1,-1,-1,-1,-1,-1,-1,[-1=1]
2180206,243020,510977,-1,-1,-1,-1,-1,-1,-1,[-1=1]
2636608,243335,512055,-1,-1,-1,-1,-1,-1,-1,[-1=1]
2009932,243216,511435,-1,-1,-1,-1,-1,-1,-1,[-1=1]
702744,243293,511552,-1,-1,-1,-1,-1,-1,-1,[-1=1]
1853701,243207,511833,-1,-1,-1,-1,-1,-1,-1,[-1=1]
2567270,243151,510471,-1,-1,-1,-1,-1,-1,-1,[-1=1]
800754,243156,511451,-1,-1,-1,-1,-1,-1,-1,[-1=1]
4714416,242966,510383,-1,-1,-1,-1,-1,-1,-1,[-1=1]
2060545,243036,511463,-1,-1,-1,-1,-1,-1,-1,[-1=1]
1233460,243352,511729,-1,-1,-1,-1,-1,-1,-1,[-1=1]
1367163,243161,512372,-1,-1,-1,-1,-1,-1,-1,[-1=1]
724102,243079,511099,-1,-1,-1,-1,-1,-1,-1,[-1=1]
2624614,243296,512413,-1,-1,-1,-1,-1,-1,-1,[-1=1]
1294606,242996,511057,-1,-1,-1,-1,-1,-1,-1,[-1=1]
192801,243062,511139,-1,-1,-1,-1,-1,-1,-1,[-1=1]
1852824,243353,511297,-1,-1,-1,-1,-1,-1,-1,[-1=1]
225276,243344,511216,-1,-1,-1,-1,-1,-1,-1,[-1=1]
4945836,243212,511291,-1,-1,-1,-1,-1,-1,-1,[-1=1]
1161782,243139,510998,-1,-1,-1,-1,-1,-1,-1,[-1=1]
3170542,242716,510644,-1,-1,-1,-1,-1,-1,-1,[-1=1]
2784063,243148,511849,-1,-1,-1,-1,-1,-1,-1,[-1=1]
1235215,242939,511015,-1,-1,-1,-1,-1,-1,-1,[-1=1]
3707109,242994,511395,-1,-1,-1,-1,-1,-1,-1,[-1=1]
5217045,243322,511695,-1,-1,-1,-1,-1,-1,-1,[-1=1]
879747,243315,511921,-1,-1,-1,-1,-1,-1,-1,[-1=1]
1358093,243305,511270,-1,-1,-1,-1,-1,-1,-1,[-1=1]
