Large Problem, C = 3V (problems with solution only)
VariableCount,ConstraintCount,ResultMeanAlg1,ResultStdDevAlg1,ResultMeanAlg2,ResultStdDevAlg2,MaxAllComponentSizes,MeanAllComponentSizes
100,300,0,0,0,0,-1,-1
163,489,0,0,0,0,-1,-1
226,678,0,0,0,0,-1,-1
289,867,0,0,0,0,-1,-1
352,1056,0,0,0,0,-1,-1
415,1245,0,0,0,0,-1,-1
478,1434,0,0,0,0,-1,-1
541,1623,0,0,0,0,-1,-1
604,1812,0,0,0,0,-1,-1
667,2001,0,0,0,0,-1,-1
730,2190,0,0,0,0,-1,-1
793,2379,0,0,0,0,-1,-1
856,2568,0,0,0,0,-1,-1
919,2757,0,0,0,0,-1,-1
982,2946,0,0,0,0,-1,-1
1045,3135,0,0,0,0,-1,-1
1108,3324,0,0,0,0,-1,-1
1171,3513,0,0,0,0,-1,-1
1234,3702,0,0,0,0,-1,-1
1297,3891,0,0,0,0,-1,-1
1360,4080,0,0,0,0,-1,-1
1423,4269,0,0,0,0,-1,-1
1486,4458,0,0,0,0,-1,-1
1549,4647,0,0,0,0,-1,-1
1612,4836,0,0,0,0,-1,-1
1675,5025,0,0,0,0,-1,-1
1738,5214,0,0,0,0,-1,-1
1801,5403,0,0,0,0,-1,-1
1864,5592,0,0,0,0,-1,-1
1927,5781,0,0,0,0,-1,-1
1990,5970,0,0,0,0,-1,-1
