Huge Problems 3 (Alg2 only) (problems with solution only, ALG2_ONLY)
VariableCount,ConstraintCount,MaxSummand
75000,50000,50
ExecTimeAlg2,GVertexCount,GEdgeCount,HVertexCount,HEdgeCount,RVertexCount,REdgeCount,VertexIncrementsAlg2,MaxComponentSize,MeanComponentSize,AllComponentSizes
17133683848,178599,331441,173607,319922,50322,95329,50322,1,1,[1=50322]
17132863198,178640,331182,173649,319706,50316,95323,50319,5,1,[1=50311/5=1]
17749545864,178348,331331,173411,319908,50195,95256,50195,1,1,[1=50195]
19798785966,178603,331141,173537,319437,50272,95203,50272,1,1,[1=50272]
21072176727,178544,331448,173521,319825,50351,95327,50351,1,1,[1=50351]
16246496883,178545,330968,173634,319566,50472,95560,50472,1,1,[1=50472]
16567190370,178875,332029,173932,320620,50306,95361,50306,1,1,[1=50306]
17840002727,178443,330969,173384,319289,50243,95183,50243,1,1,[1=50243]
20920958495,178455,331180,173355,319402,50154,95052,50154,1,1,[1=50154]
16527931172,178543,331315,173498,319664,50193,95146,50193,1,1,[1=50193]
17240285989,178488,331607,173440,319960,50101,95052,50101,1,1,[1=50101]
17104033116,178481,331291,173481,319721,50211,95207,50211,1,1,[1=50211]
14275769033,178717,331852,173707,320290,50190,95179,50190,1,1,[1=50190]
16634757128,178421,331852,173351,320152,50112,95041,50112,1,1,[1=50112]
20253777984,178271,331091,173388,319794,50269,95382,50269,1,1,[1=50269]
16913964108,178657,331052,173749,319752,50429,95520,50429,1,1,[1=50429]
16696656873,178498,330731,173470,319178,50229,95199,50229,1,1,[1=50229]
17053387232,178598,331377,173578,319854,50245,95224,50245,1,1,[1=50245]
17816900510,178536,331025,173607,319613,50358,95428,50358,2,1,[1=50356/2=1]
17699582536,178603,331233,173726,319936,50378,95499,50378,2,1,[1=50376/2=1]
21458306795,178550,331148,173630,319748,50325,95402,50325,1,1,[1=50325]
27512531645,178519,331325,173623,319983,50274,95377,50274,1,1,[1=50274]
16453017486,178673,331161,173724,319709,50366,95415,50366,1,1,[1=50366]
25172797932,178404,331060,173452,319658,50227,95274,50227,1,1,[1=50227]
17065868994,178833,331725,173830,320150,50265,95260,50265,1,1,[1=50265]
28466829548,178451,331176,173497,319771,50227,95272,50227,1,1,[1=50227]
17681236280,178262,331119,173138,319249,50007,94878,50007,1,1,[1=50007]
16990586383,178709,332016,173742,320548,50221,95253,50221,1,1,[1=50221]
