Small Problem, C = 5V (problems without solution only)
VariableCount,ConstraintCount,ResultMeanAlg1,ResultStdDevAlg1,ResultMeanAlg2,ResultStdDevAlg2,MaxAllComponentSizes,MeanAllComponentSizes
10,50,400,801,361,849,-1,-1
16,80,410,906,384,1208,-1,-1
22,110,520,1180,421,1155,-1,-1
28,140,897,2164,667,2124,-1,-1
34,170,846,2338,807,2086,-1,-1
40,200,1117,3740,1019,2977,-1,-1
46,230,1257,3319,1087,3430,-1,-1
52,260,1120,3224,775,2273,-1,-1
58,290,1100,2631,903,2706,-1,-1
64,320,1842,4247,1365,4263,-1,-1
70,350,1949,4282,1374,4625,-1,-1
76,380,1420,4577,1038,3669,-1,-1
82,410,1578,4601,1186,3544,-1,-1
88,440,2074,4620,1452,4514,-1,-1
94,470,1635,4290,1286,3224,-1,-1
100,500,2325,5185,1520,4855,-1,-1
106,530,2707,5317,1579,5325,-1,-1
112,560,2122,4057,1491,4112,-1,-1
118,590,2718,6374,1461,4671,-1,-1
124,620,2192,4470,1590,4173,-1,-1
130,650,2552,4584,1734,5092,-1,-1
136,680,2281,4281,1521,5129,-1,-1
142,710,2554,5261,1795,5103,-1,-1
148,740,2301,6029,1512,4633,-1,-1
154,770,2329,5282,1649,4462,-1,-1
160,800,2931,5792,1825,4964,-1,-1
166,830,2972,6183,1617,4908,-1,-1
172,860,2395,4214,1747,5458,-1,-1
178,890,2718,5678,1609,4374,-1,-1
184,920,2815,7135,1755,4616,-1,-1
190,950,2512,5666,1647,5124,-1,-1
196,980,2609,4851,1696,5332,-1,-1
202,1010,2903,7623,1823,4606,-1,-1
208,1040,2756,6230,1666,4698,-1,-1
