Large Problem, C = 2V (problems with solution only)
VariableCount,ConstraintCount,ResultMeanAlg1,ResultStdDevAlg1,ResultMeanAlg2,ResultStdDevAlg2,MaxAllComponentSizes,MeanAllComponentSizes
100,200,0,0,0,0,-1,-1
163,326,0,0,0,0,-1,-1
226,452,0,0,0,0,-1,-1
289,578,0,0,0,0,-1,-1
352,704,0,0,0,0,-1,-1
415,830,0,0,0,0,-1,-1
478,956,0,0,0,0,-1,-1
541,1082,0,0,0,0,-1,-1
604,1208,0,0,0,0,-1,-1
667,1334,0,0,0,0,-1,-1
730,1460,0,0,0,0,-1,-1
793,1586,0,0,0,0,-1,-1
856,1712,0,0,0,0,-1,-1
919,1838,0,0,0,0,-1,-1
982,1964,0,0,0,0,-1,-1
1045,2090,0,0,0,0,-1,-1
1108,2216,0,0,0,0,-1,-1
1171,2342,0,0,0,0,-1,-1
1234,2468,0,0,0,0,-1,-1
1297,2594,0,0,0,0,-1,-1
1360,2720,0,0,0,0,-1,-1
1423,2846,0,0,0,0,-1,-1
1486,2972,0,0,0,0,-1,-1
1549,3098,0,0,0,0,-1,-1
1612,3224,0,0,0,0,-1,-1
1675,3350,0,0,0,0,-1,-1
1738,3476,0,0,0,0,-1,-1
1801,3602,0,0,0,0,-1,-1
1864,3728,0,0,0,0,-1,-1
1927,3854,0,0,0,0,-1,-1
1990,3980,0,0,0,0,-1,-1
