Large Problem, C = 5V (problems without solution only)
VariableCount,ConstraintCount,ResultMeanAlg1,ResultStdDevAlg1,ResultMeanAlg2,ResultStdDevAlg2,MaxAllComponentSizes,MeanAllComponentSizes
100,500,1977,4387,1382,4392,-1,-1
163,815,2756,5877,1677,5261,-1,-1
226,1130,2774,6063,1688,5006,-1,-1
289,1445,3206,8327,2397,5919,-1,-1
352,1760,3479,6759,2525,6816,-1,-1
415,2075,3299,7146,2252,6567,-1,-1
478,2390,3809,10067,2582,6161,-1,-1
541,2705,4766,12490,2260,6537,-1,-1
604,3020,4120,11817,2905,9003,-1,-1
667,3335,4541,9988,3159,9721,-1,-1
730,3650,4687,14320,2905,10172,-1,-1
793,3965,4930,15719,2844,7257,-1,-1
856,4280,4989,15322,3528,11020,-1,-1
919,4595,5406,18226,3615,13179,-1,-1
982,4910,5694,21249,3334,10667,-1,-1
1045,5225,5535,17855,3567,12818,-1,-1
1108,5540,5537,18254,5175,19979,-1,-1
1171,5855,7360,24293,5633,19010,-1,-1
1234,6170,7416,28137,5792,23521,-1,-1
1297,6485,8432,23024,4648,18062,-1,-1
1360,6800,6161,22836,5881,20336,-1,-1
1423,7115,9661,34981,7108,29577,-1,-1
1486,7430,7572,23254,6427,33164,-1,-1
1549,7745,8197,24935,8169,38717,-1,-1
1612,8060,6871,24713,7127,32266,-1,-1
1675,8375,7234,27173,6540,25867,-1,-1
1738,8690,8811,36835,9114,32052,-1,-1
1801,9005,8063,33244,7826,34247,-1,-1
1864,9320,9377,38387,6978,21575,-1,-1
1927,9635,11504,43040,9114,34389,-1,-1
1990,9950,10811,36545,7275,36163,-1,-1
