Small Problem, C = 2V (problems with solution only)
VariableCount,ConstraintCount,ResultMeanAlg1,ResultStdDevAlg1,ResultMeanAlg2,ResultStdDevAlg2,MaxAllComponentSizes,MeanAllComponentSizes
10,20,150378,0,241073,0,2,1
16,32,0,0,0,0,-1,-1
22,44,0,0,0,0,-1,-1
28,56,0,0,0,0,-1,-1
34,68,0,0,0,0,-1,-1
40,80,0,0,0,0,-1,-1
46,92,0,0,0,0,-1,-1
52,104,0,0,0,0,-1,-1
58,116,0,0,0,0,-1,-1
64,128,0,0,0,0,-1,-1
70,140,0,0,0,0,-1,-1
76,152,0,0,0,0,-1,-1
82,164,0,0,0,0,-1,-1
88,176,0,0,0,0,-1,-1
94,188,0,0,0,0,-1,-1
100,200,0,0,0,0,-1,-1
106,212,0,0,0,0,-1,-1
112,224,0,0,0,0,-1,-1
118,236,0,0,0,0,-1,-1
124,248,0,0,0,0,-1,-1
130,260,0,0,0,0,-1,-1
136,272,0,0,0,0,-1,-1
142,284,0,0,0,0,-1,-1
148,296,0,0,0,0,-1,-1
154,308,0,0,0,0,-1,-1
160,320,0,0,0,0,-1,-1
166,332,0,0,0,0,-1,-1
172,344,0,0,0,0,-1,-1
178,356,0,0,0,0,-1,-1
184,368,0,0,0,0,-1,-1
190,380,0,0,0,0,-1,-1
196,392,0,0,0,0,-1,-1
202,404,0,0,0,0,-1,-1
208,416,0,0,0,0,-1,-1
