Small Problem, C = 4V (problems without solution only)
VariableCount,ConstraintCount,ResultMeanAlg1,ResultStdDevAlg1,ResultMeanAlg2,ResultStdDevAlg2,MaxAllComponentSizes,MeanAllComponentSizes
10,40,430,806,401,991,-1,-1
16,64,759,1628,639,1586,-1,-1
22,88,846,2302,700,1586,-1,-1
28,112,748,1687,697,1972,-1,-1
34,136,954,1812,778,2076,-1,-1
40,160,1139,2679,902,2641,-1,-1
46,184,1227,3353,962,3240,-1,-1
52,208,779,1556,628,2205,-1,-1
58,232,905,2798,629,2086,-1,-1
64,256,1360,3885,1097,3447,-1,-1
70,280,1647,3685,1334,3981,-1,-1
76,304,1892,3480,1314,4354,-1,-1
82,328,992,2292,798,2097,-1,-1
88,352,1512,4041,1070,3262,-1,-1
94,376,2107,5357,1630,4871,-1,-1
100,400,1861,4853,1264,3449,-1,-1
106,424,1966,4469,1421,4267,-1,-1
112,448,2466,4509,1686,4814,-1,-1
118,472,1852,5092,1480,4444,-1,-1
124,496,2621,5938,1727,4074,-1,-1
130,520,2150,5976,1541,4362,-1,-1
136,544,2472,7031,1628,4765,-1,-1
142,568,2201,5469,1571,4024,-1,-1
148,592,2500,5027,1677,6537,-1,-1
154,616,2477,6845,1599,4173,-1,-1
160,640,2700,5776,1674,5374,-1,-1
166,664,2424,5693,1751,4798,-1,-1
172,688,2981,5623,1783,6020,-1,-1
178,712,2707,5941,1548,5157,-1,-1
184,736,2895,6671,1707,4890,-1,-1
190,760,3098,9768,2017,5994,-1,-1
196,784,2580,4820,1931,6322,-1,-1
202,808,3004,8255,1980,5417,-1,-1
208,832,2494,5096,1959,5923,-1,-1
